vessel_id,vessel_type,month,speed_knots,course_change_deg,distance_to_route_nm,draught_m,wind_speed_knots,visibility_nm,traffic_density,signal_gap_minutes,anomaly
V01435,container,4,14.22,0.05,14.85,5.85,12.0,5.08,0.9406,2.91,0
V01436,tanker,12,9.08,9.59,16.52,4.51,5.34,5.65,0.6897,4.04,0
V01437,cargo,3,12.53,11.87,4.45,6.5,6.73,10.45,0.2571,2.97,0
V01438,container,6,8.57,5.04,2.38,4.45,0.52,12.3,0.2846,2.02,0
V01439,passenger,7,13.45,4.45,4.99,7.32,7.34,9.29,0.4711,1.91,0
V01440,tanker,11,7.66,5.38,4.28,5.6,18.48,10.91,0.338,9.0,0
V01441,tanker,4,9.49,0.61,9.63,6.78,6.5,7.49,0.4427,9.18,0
V01442,cargo,3,15.16,6.34,30.75,6.94,9.6,8.06,0.6227,4.01,1
V01443,tanker,4,6.5,0.8,2.81,10.51,1.07,9.42,0.8285,4.32,0
V01444,cargo,7,13.77,5.72,2.84,10.35,1.75,8.82,0.6915,0.51,0
V01445,cargo,7,7.75,15.87,3.62,5.48,4.97,6.92,0.5843,0.09,0
V01446,passenger,10,7.8,4.46,11.18,6.89,8.7,4.29,0.6216,0.74,0
V01447,container,10,13.35,17.2,4.61,4.4,8.13,4.14,0.5401,4.04,0
V01448,container,2,14.47,12.51,10.96,7.98,6.54,9.28,0.5462,0.89,0
V01449,container,8,9.92,2.12,4.32,6.7,13.34,9.79,0.9186,8.29,0
V01450,cargo,12,9.94,6.21,11.66,6.74,6.85,6.7,0.8364,15.3,0
V01451,container,12,10.89,1.03,31.3,7.9,6.52,11.84,0.1409,22.11,0
V01452,container,5,9.47,3.02,14.95,6.64,11.72,11.07,0.2179,1.33,0
V01453,cargo,10,8.78,5.01,11.8,9.05,24.07,4.97,0.4472,2.53,0
V01454,container,9,12.54,1.09,18.17,3.81,6.34,10.05,0.6992,7.15,0
V01455,tanker,12,14.21,10.57,8.66,7.2,5.73,8.47,0.7313,0.28,0
V01456,cargo,9,9.11,8.03,6.16,11.33,5.92,9.16,0.239,3.45,0
V01457,container,5,12.34,9.87,30.44,6.16,15.41,6.89,0.9051,10.55,0
V01458,cargo,3,15.61,8.94,6.06,6.39,12.7,6.64,0.4719,3.07,1
V01459,tanker,6,14.58,8.78,19.66,4.59,5.93,7.05,0.7682,0.56,0
V01460,container,5,10.98,3.51,6.34,10.25,5.34,7.69,0.8662,0.75,0
V01461,container,7,10.36,4.47,18.85,9.87,6.19,9.38,0.6749,13.49,0
V01462,tanker,10,9.68,3.77,33.47,7.32,17.04,9.56,0.7511,2.16,0
V01463,cargo,2,16.41,4.94,6.41,4.14,1.58,9.99,0.8976,5.56,0
V01464,tanker,6,13.29,3.25,15.85,10.44,7.29,9.62,0.4311,0.81,0
V01465,cargo,5,12.84,2.29,10.08,6.51,13.45,10.1,0.6754,1.25,0
V01466,tanker,3,8.5,0.26,26.01,8.26,4.01,7.58,0.9094,0.92,0
V01467,cargo,2,13.78,6.39,13.24,8.41,1.97,6.63,0.6641,0.45,0
V01468,tanker,12,8.77,18.3,5.15,7.9,29.43,9.67,0.5039,3.12,0
V01469,container,10,10.51,2.23,12.28,8.86,2.84,5.99,0.9054,0.62,0
V01470,tanker,2,9.91,2.86,18.26,4.72,12.72,12.0,0.2055,0.48,0
V01471,cargo,5,9.9,9.88,14.67,8.74,10.47,9.81,0.8439,7.6,0
V01472,cargo,4,10.07,11.73,10.08,4.63,7.27,4.68,0.205,18.06,0
V01473,cargo,8,11.1,8.93,14.81,7.15,3.07,10.17,0.3271,2.43,0
V01474,cargo,3,9.46,7.1,2.31,8.65,5.12,12.78,0.354,4.29,0
V01475,tanker,10,14.68,2.78,35.65,2.8,16.22,7.39,0.4014,4.25,0
V01476,cargo,8,7.65,2.95,2.32,7.76,3.38,5.63,0.6694,0.26,0
V01477,tanker,10,8.66,6.53,12.67,4.99,5.47,13.06,0.3759,3.13,0
V01478,cargo,4,7.54,0.41,14.9,10.19,11.84,13.1,0.3214,1.63,0
V01479,tanker,12,7.01,3.28,31.3,5.81,9.44,10.33,0.3412,1.15,0
V01480,cargo,2,14.85,5.83,2.65,4.66,9.94,4.79,0.5406,0.47,0
V01481,container,5,8.53,2.28,7.54,7.17,10.76,1.66,0.6636,9.67,0
V01482,container,2,9.37,5.98,7.58,7.96,16.2,11.28,0.5282,0.34,0
V01483,cargo,9,14.38,1.29,16.89,8.39,5.25,3.74,0.5409,0.02,0
V01484,container,10,17.18,5.05,6.5,2.16,2.4,9.1,0.5142,0.24,0
V01485,container,3,7.56,7.29,6.89,6.22,6.44,9.28,0.4262,0.57,0
V01486,cargo,4,9.42,4.08,11.57,8.33,3.35,8.92,0.4477,22.47,0
V01487,tanker,10,8.64,10.06,11.35,9.48,6.04,8.12,0.7116,0.33,0
V01488,tanker,10,7.92,1.22,10.67,7.41,5.72,8.68,0.3507,3.78,0
V01489,passenger,9,13.65,0.11,10.75,5.27,10.22,6.64,0.7642,4.05,0
V01490,container,12,14.82,4.57,12.7,9.53,10.13,6.37,0.3219,0.13,0
V01491,tanker,11,7.51,8.69,8.48,9.8,12.67,8.09,0.7958,1.92,0
V01492,cargo,4,7.82,5.68,8.4,10.18,4.66,6.27,0.6802,14.21,0
V01493,passenger,11,12.51,10.19,8.12,4.77,7.68,7.52,0.677,16.29,0
V01494,container,2,15.2,9.18,2.03,6.41,1.62,11.98,0.398,2.84,0
V01495,container,12,11.0,2.71,21.27,4.42,14.24,8.9,0.4706,3.52,1
V01496,cargo,6,14.5,7.53,11.36,2.31,2.41,11.77,0.6044,4.32,0
V01497,tanker,8,6.67,4.76,5.15,3.77,7.84,8.63,0.6462,6.89,0
V01498,cargo,9,7.7,11.39,5.57,10.73,2.43,11.12,0.7377,8.86,0
V01499,container,9,7.43,2.92,6.2,8.04,2.47,10.39,0.7167,1.68,0
V01500,container,1,10.55,8.51,32.92,10.81,8.49,7.79,0.219,1.19,0
V01501,container,8,10.85,1.17,6.03,6.08,3.28,10.41,0.4786,8.19,0
V01502,passenger,6,7.73,3.94,10.13,5.7,3.68,5.72,0.8991,3.64,0
V01503,passenger,1,5.72,0.26,33.17,9.49,4.5,5.38,0.4028,1.92,0
V01504,cargo,5,15.93,5.28,5.5,5.99,12.11,4.76,0.5637,1.62,0
V01505,container,12,14.31,5.36,9.96,8.0,9.61,5.31,0.3611,0.31,0
V01506,cargo,12,11.43,2.85,4.6,8.85,18.06,2.92,0.4342,6.94,0
V01507,passenger,11,10.27,1.06,5.66,12.11,3.53,11.64,0.3929,1.96,0
V01508,container,5,17.01,1.97,19.3,7.51,11.78,7.01,0.4424,1.6,0
V01509,tanker,1,9.81,12.5,8.92,4.97,9.81,9.66,0.2035,3.23,0
V01510,container,11,12.81,0.1,31.78,4.88,9.14,7.23,0.2591,9.8,0
V01511,container,8,9.54,1.9,20.78,9.61,8.46,9.52,0.4108,0.23,0
V01512,passenger,10,7.68,6.67,9.44,6.98,9.25,9.01,0.5708,3.17,0
V01513,cargo,2,13.53,5.9,26.66,10.12,16.41,3.72,0.2098,0.37,0
V01514,container,3,15.46,7.4,9.17,4.95,9.62,5.09,0.508,0.17,0
V01515,cargo,10,15.28,5.95,7.99,4.64,10.92,7.85,0.8258,1.39,0
V01516,cargo,5,11.49,1.41,18.54,7.87,19.83,8.36,0.483,10.45,0
V01517,container,5,13.02,11.91,6.35,9.92,7.09,8.15,0.2243,6.07,0
V01518,passenger,2,8.06,2.8,21.78,4.62,3.2,9.56,0.5171,12.62,0
V01519,container,11,11.77,7.12,5.62,6.66,15.04,9.2,0.2291,5.07,0
V01520,tanker,4,8.51,2.88,4.4,4.8,7.2,11.01,0.6544,10.7,0
V01521,passenger,2,14.65,4.78,5.07,8.74,14.41,7.37,0.286,3.0,0
V01522,container,3,10.12,3.23,3.76,6.1,24.23,6.69,0.6045,2.09,0
V01523,container,4,12.05,0.02,12.34,8.43,7.65,9.93,0.5699,0.84,0
V01524,container,3,10.34,8.22,13.64,9.63,7.58,5.48,0.3229,5.52,0
V01525,container,1,12.26,7.08,8.77,4.45,5.44,10.11,0.6599,4.35,0
V01526,tanker,9,12.17,5.16,4.73,7.12,2.24,7.49,0.3728,0.5,0
V01527,tanker,11,10.68,0.28,26.67,9.43,15.13,5.17,0.4164,4.49,0
V01528,tanker,4,12.01,6.68,16.33,10.66,4.92,11.92,0.4677,4.77,0
V01529,container,7,10.02,2.15,8.29,8.31,10.66,5.52,0.264,1.37,0
V01530,cargo,9,20.2,8.71,5.21,5.55,19.22,3.63,0.5022,0.59,0
V01531,tanker,10,12.5,4.96,10.52,10.45,1.73,8.74,0.4167,0.7,0
V01532,tanker,9,16.56,3.71,11.4,6.8,2.09,5.98,0.2879,3.51,0
V01533,container,6,8.61,13.4,2.29,6.4,6.46,12.36,0.3552,4.94,0
V01534,cargo,9,13.51,3.05,12.81,7.07,1.8,11.72,0.8709,0.95,0
V01535,tanker,9,4.2,7.96,16.94,5.44,6.48,8.18,0.889,1.75,0
V01536,container,3,15.72,5.16,27.18,7.53,11.28,11.41,0.7836,10.1,0
V01537,container,8,6.72,9.48,6.48,7.77,1.9,4.59,0.3967,3.71,0
V01538,cargo,4,12.84,8.27,7.34,4.9,7.5,7.68,0.3062,6.23,0
V01539,passenger,3,13.09,7.61,4.54,11.08,12.48,11.5,0.4171,0.26,0
V01540,cargo,12,9.55,5.1,8.43,6.15,8.15,10.27,0.7823,2.11,0
V01541,cargo,10,18.46,4.6,18.07,4.75,3.12,6.18,0.9457,4.86,0
V01542,container,5,12.06,7.57,7.3,8.38,6.22,10.2,0.6473,4.3,0
V01543,tanker,2,13.55,17.12,8.39,7.19,15.03,12.98,0.797,4.67,0
V01544,cargo,1,10.7,2.24,12.85,11.25,22.73,7.25,0.8241,2.76,0
V01545,cargo,7,13.87,6.94,12.81,6.38,5.39,12.72,0.3749,14.41,0
V01546,cargo,4,12.75,0.31,2.7,8.2,1.91,12.95,0.7839,1.27,0
V01547,cargo,5,11.88,5.99,14.96,7.46,3.37,14.69,0.7712,2.84,0
V01548,cargo,5,12.32,5.35,19.34,3.38,12.57,6.15,0.6738,5.03,0
V01549,passenger,10,11.67,8.9,14.63,8.79,4.36,4.92,0.9256,10.78,0
V01550,passenger,8,5.75,2.49,6.29,7.11,10.44,5.75,0.3213,23.42,0
V01551,tanker,6,11.91,9.56,8.53,4.54,1.85,7.2,0.3196,4.53,0
V01552,cargo,3,19.33,4.91,7.7,8.59,14.55,8.62,0.4499,1.38,0
V01553,container,6,19.39,1.2,5.05,5.76,11.2,14.64,0.8021,0.58,0
V01554,tanker,6,7.29,2.65,11.88,5.32,5.1,6.31,0.0124,5.67,0
V01555,passenger,11,13.39,9.39,12.31,3.96,3.33,12.46,0.8407,4.82,0
V01556,container,1,11.04,2.73,9.6,3.92,4.22,12.16,0.0601,7.17,0
V01557,container,4,11.06,13.98,1.82,8.17,7.38,10.45,0.7437,1.06,1
V01558,cargo,4,9.15,1.11,2.02,7.82,2.72,9.06,0.4874,1.03,0
V01559,container,3,12.09,1.27,11.65,8.48,10.38,2.86,0.5681,5.18,0
V01560,container,9,13.22,3.43,3.61,4.52,0.89,9.22,0.5289,4.36,0
V01561,cargo,9,6.87,5.32,19.41,10.17,5.45,6.58,0.8607,0.22,0
V01562,passenger,11,15.4,7.43,9.17,6.76,8.19,6.08,0.3185,3.25,0
V01563,tanker,2,14.39,3.89,6.21,7.8,1.33,5.73,0.9128,0.29,0
V01564,container,3,13.91,7.7,8.06,6.78,9.55,6.53,0.5146,2.66,0
V01565,container,2,13.72,5.22,5.11,8.99,6.87,6.52,0.3949,5.33,0
V01566,container,10,15.03,2.35,11.76,3.47,2.09,7.69,0.6233,0.52,0
V01567,passenger,4,6.99,2.39,10.82,5.93,4.15,9.9,0.5267,1.26,0
V01568,cargo,5,18.93,3.92,2.81,6.91,13.09,4.09,0.705,4.18,0
V01569,cargo,3,11.09,5.26,7.0,5.12,11.45,8.59,0.884,3.77,0
V01570,tanker,1,10.24,7.45,16.2,7.62,12.4,8.2,0.2842,1.07,0
V01571,cargo,1,8.94,13.9,9.52,11.08,11.18,12.02,0.6247,1.13,1
V01572,container,9,7.8,6.79,9.01,8.58,6.6,11.41,0.3476,0.82,0
V01573,passenger,9,9.18,2.91,26.2,7.62,2.22,10.62,0.5502,1.41,0
V01574,tanker,8,8.99,7.07,5.41,6.63,1.44,5.9,0.2659,3.73,0
V01575,cargo,7,9.43,6.02,15.24,9.6,4.66,7.96,0.2685,4.68,0
V01576,container,2,14.89,3.06,7.3,5.96,9.71,11.83,0.4163,13.32,0
V01577,cargo,5,7.79,5.82,4.32,11.21,6.08,6.74,0.7811,6.84,0
V01578,cargo,11,11.2,2.86,24.18,5.68,2.93,7.77,0.457,0.13,0
V01579,passenger,6,9.55,7.84,6.73,4.15,12.26,9.23,0.5571,3.99,0
V01580,cargo,6,7.36,4.53,4.51,8.81,10.42,9.77,0.5506,1.47,0
V01581,tanker,4,13.92,0.39,12.12,6.17,10.49,8.64,0.9458,9.01,1
V01582,tanker,10,14.55,7.69,8.1,6.94,0.77,9.33,0.5783,0.05,0
V01583,cargo,11,7.42,2.21,10.04,8.09,0.91,4.59,0.6511,0.79,0
V01584,container,4,8.19,3.33,14.5,6.6,6.94,7.97,0.3925,8.75,0
V01585,container,8,10.15,2.72,10.37,7.89,23.23,9.25,0.6183,6.44,0
V01586,container,12,13.11,9.94,9.39,7.31,7.27,9.72,0.6099,0.54,0
V01587,cargo,10,12.92,8.76,2.92,11.14,11.44,13.27,0.5718,2.12,0
V01588,container,7,13.89,5.45,10.87,7.9,8.9,13.48,0.6525,0.47,0
V01589,cargo,8,11.2,7.24,5.7,5.88,6.88,7.85,0.9234,3.02,0
V01590,container,3,14.47,6.25,15.32,9.03,20.38,10.65,0.7215,0.12,0
V01591,cargo,7,13.33,5.48,8.58,7.15,9.91,6.36,0.362,6.19,0
V01592,container,6,12.07,3.8,3.76,9.31,1.91,7.6,0.593,4.45,0
V01593,container,7,13.66,4.64,32.19,9.1,2.56,6.89,0.2724,0.14,0
V01594,container,10,8.55,3.3,8.81,9.24,2.89,6.09,0.5866,0.43,0
V01595,container,7,14.98,0.66,6.59,4.66,4.35,4.76,0.4655,5.57,0
V01596,cargo,12,15.68,6.63,6.49,13.12,2.94,8.76,0.6371,1.79,0
V01597,tanker,11,11.82,3.82,12.71,8.07,4.21,9.23,0.8599,6.27,0
V01598,passenger,12,12.38,5.08,8.01,7.86,3.05,8.91,0.5164,1.67,0
V01599,tanker,8,10.72,3.94,4.03,12.23,1.8,6.51,0.2256,1.32,0
V01600,cargo,6,14.41,6.17,16.23,1.2,2.54,8.07,0.2031,1.5,0
V01601,cargo,11,13.51,1.65,8.2,5.99,10.29,7.9,0.1802,0.69,0
V01602,container,7,10.09,9.17,5.04,5.59,12.68,6.58,0.3676,4.5,0
V01603,passenger,5,15.93,7.32,4.31,8.66,8.55,5.79,0.3938,1.62,0
V01604,cargo,1,9.83,0.56,12.55,4.79,9.4,8.34,0.7438,0.77,0
V01605,tanker,6,6.95,3.67,5.0,7.77,7.19,9.42,0.3803,0.48,0
V01606,container,9,14.99,2.34,12.9,7.73,7.25,10.81,0.3253,3.17,0
V01607,passenger,4,8.78,1.2,10.85,9.53,19.03,9.07,0.5738,2.98,0
V01608,container,1,11.82,6.32,5.92,9.29,5.37,6.24,0.2508,14.87,0
V01609,tanker,7,11.04,7.52,23.86,3.19,10.82,10.85,0.4959,7.39,0
V01610,tanker,4,10.74,2.1,4.08,6.95,17.9,10.14,0.8424,0.22,0
V01611,cargo,1,10.12,4.33,5.16,6.41,4.66,11.94,0.4233,0.99,0
V01612,cargo,8,12.16,7.22,5.51,7.39,11.64,7.45,0.3815,2.17,0
V01613,cargo,12,9.62,1.66,7.44,5.12,2.49,14.37,0.5333,3.95,0
V01614,container,11,4.58,9.66,8.97,8.21,11.89,11.67,0.8179,1.79,0
V01615,tanker,6,9.45,4.74,27.94,8.11,2.48,7.63,0.6608,0.02,0
V01616,tanker,8,9.8,4.46,55.37,10.3,5.61,7.09,0.7919,0.55,0
V01617,passenger,5,12.25,0.39,10.02,8.09,7.04,8.02,0.7224,0.49,0
V01618,container,7,16.26,5.59,5.6,7.1,10.41,13.7,0.7367,5.33,0
V01619,tanker,11,10.24,1.54,25.31,9.47,13.95,11.25,0.4149,0.95,0
V01620,cargo,8,10.45,0.96,11.81,7.44,4.87,5.34,0.7749,26.7,0
V01621,cargo,9,15.79,13.84,1.33,6.16,11.11,8.22,0.8666,3.02,0
V01622,passenger,11,12.29,2.07,5.79,7.68,6.79,3.7,0.5705,10.81,1
V01623,cargo,4,9.93,0.91,6.18,6.64,14.21,9.83,0.5687,1.35,0
V01624,container,10,8.12,9.2,6.27,10.45,23.3,8.11,0.5719,1.8,0
V01625,container,9,11.66,11.27,7.4,7.3,11.58,6.63,0.4296,3.67,0
V01626,cargo,12,10.55,2.01,25.1,6.55,9.75,8.27,0.6293,8.26,0
V01627,cargo,2,12.93,9.25,22.37,6.9,4.98,5.02,0.572,0.83,0
V01628,tanker,4,9.54,1.4,10.8,7.64,6.11,8.53,0.6014,0.32,0
V01629,passenger,7,7.52,5.94,7.87,5.96,16.47,4.28,0.7257,1.67,0
V01630,passenger,10,9.64,8.89,10.79,7.08,20.59,5.23,0.1223,10.85,0
V01631,cargo,7,14.6,0.04,11.35,7.27,2.5,9.71,0.7577,5.47,0
V01632,tanker,11,10.29,1.54,5.07,2.96,17.56,11.4,0.5638,0.92,0
V01633,cargo,9,8.51,7.3,17.45,6.99,9.7,7.68,0.3874,0.12,0
V01634,cargo,4,14.99,2.61,2.01,9.05,15.73,9.32,0.3624,1.55,0
V01635,cargo,12,12.23,3.61,8.29,4.53,15.12,5.87,0.4318,3.69,0
V01636,tanker,8,9.81,3.1,10.05,9.98,5.4,8.72,0.171,1.75,0
V01637,tanker,8,18.86,6.13,17.64,3.56,3.6,7.86,0.6112,0.99,0
V01638,passenger,6,10.64,5.12,4.73,6.19,3.59,9.06,0.4721,1.23,0
V01639,passenger,8,14.9,6.52,6.07,6.42,8.95,7.55,0.5024,2.47,0
V01640,tanker,3,6.98,1.8,28.59,5.29,5.49,10.0,0.3342,3.43,0
V01641,container,3,11.58,0.05,7.88,5.26,8.89,7.96,0.2228,1.14,0
V01642,cargo,11,13.93,10.66,3.84,8.72,14.51,5.31,0.3108,4.5,0
V01643,passenger,10,9.79,1.78,1.36,10.82,16.31,5.5,0.4257,3.34,0
V01644,cargo,10,13.24,0.69,10.97,5.55,8.29,9.85,0.0844,7.36,0
V01645,passenger,4,10.76,4.32,15.84,8.13,7.07,8.21,0.1608,1.0,0
V01646,cargo,11,7.08,5.29,13.27,12.12,4.99,6.95,0.2695,6.13,0
V01647,cargo,9,15.31,1.62,14.17,8.34,5.05,12.99,0.3841,3.51,0
V01648,cargo,12,10.96,6.3,4.47,5.04,8.43,11.09,0.6422,1.02,0
V01649,container,6,8.2,0.23,7.85,7.93,2.12,8.07,0.6013,3.72,0
V01650,tanker,4,16.65,4.19,10.68,5.44,20.6,9.33,0.6448,2.12,0
V01651,tanker,12,11.79,11.28,14.13,10.04,3.57,7.91,0.3593,0.69,0
V01652,passenger,8,13.48,3.39,12.03,8.41,8.61,5.85,0.5252,1.86,0
V01653,cargo,8,11.41,11.93,31.17,5.0,2.5,7.27,0.6563,2.37,0
V01654,tanker,12,7.58,1.95,15.96,8.7,16.41,4.75,0.7453,3.75,0
V01655,container,4,12.81,5.48,5.74,9.14,10.14,10.17,0.2197,2.27,1
V01656,passenger,10,10.1,4.32,5.3,3.58,14.59,0.95,0.8042,1.83,0
V01657,cargo,7,9.41,1.18,5.22,4.7,3.9,7.66,0.352,0.09,0
V01658,container,3,11.75,1.66,6.28,11.11,12.1,10.2,0.3977,0.41,0
V01659,cargo,4,5.77,7.92,16.08,7.97,2.45,2.17,0.2256,1.8,0
V01660,tanker,12,9.4,6.71,8.7,9.72,8.5,8.87,0.5313,2.04,0
V01661,container,11,9.24,4.36,20.99,6.31,20.65,3.39,0.4497,0.56,1
V01662,tanker,9,12.79,5.78,53.11,6.67,1.85,7.55,0.4944,0.14,0
V01663,passenger,5,11.47,8.75,4.56,3.1,12.88,6.8,0.3941,3.59,0
V01664,cargo,3,12.86,5.48,7.69,8.47,2.47,12.04,0.534,2.3,0
V01665,cargo,10,14.51,3.68,26.28,6.16,27.21,4.77,0.8155,6.3,1
V01666,passenger,2,11.4,0.43,9.5,7.75,9.39,10.09,0.5709,6.9,0
V01667,tanker,8,15.71,10.71,5.54,9.09,13.83,10.69,0.4534,1.82,0
V01668,passenger,7,13.95,6.18,25.19,6.76,6.42,11.09,0.6787,8.45,1
V01669,container,10,17.14,1.7,27.43,10.35,8.35,3.23,0.8088,1.87,0
V01670,container,7,13.2,2.52,2.87,6.96,6.72,7.78,0.6637,2.42,0
V01671,cargo,8,12.37,7.43,6.62,7.96,2.93,8.78,0.1774,4.14,0
V01672,cargo,5,13.77,1.46,23.92,8.8,9.97,7.54,0.2756,1.9,0
V01673,cargo,4,13.42,11.79,19.09,9.82,14.35,9.58,0.8299,1.24,0
V01674,passenger,4,13.73,8.41,2.04,7.53,12.89,8.05,0.5053,5.73,0
V01675,container,4,14.3,5.96,19.22,10.33,14.2,7.69,0.9255,4.35,0
V01676,container,10,10.85,7.13,21.85,5.85,1.46,7.47,0.2496,24.61,0
V01677,cargo,2,8.6,12.08,8.2,4.67,3.78,7.55,0.8134,0.07,0
V01678,cargo,2,15.98,6.71,19.2,7.29,13.15,4.29,0.2599,6.59,0
V01679,tanker,9,10.46,1.03,14.89,4.18,8.99,7.21,0.3282,0.45,0
V01680,cargo,6,10.32,14.82,23.24,9.22,4.82,7.4,0.6457,5.52,0
V01681,passenger,9,10.53,0.91,12.3,7.28,6.82,13.94,0.626,0.75,0
V01682,container,10,4.47,5.21,11.55,3.9,15.59,13.79,0.6024,0.52,0
V01683,passenger,10,10.22,8.0,18.78,8.21,10.2,9.68,0.8799,4.77,0
V01684,passenger,5,11.26,5.18,3.66,10.18,8.71,10.32,0.4858,12.62,0
V01685,cargo,12,5.64,1.48,8.7,6.8,4.83,13.57,0.5384,4.3,0
V01686,passenger,9,7.75,10.88,3.39,6.08,1.55,2.07,0.6738,3.67,0
V01687,cargo,11,9.79,2.7,12.69,10.59,7.07,9.69,0.4371,0.59,0
V01688,container,6,10.8,4.92,3.41,10.23,4.97,11.49,0.337,0.54,0
V01689,container,1,15.03,13.74,8.62,7.68,28.04,9.93,0.7573,1.58,0
V01690,container,12,10.46,10.0,5.22,4.9,5.32,9.87,0.3789,6.35,0
V01691,container,7,11.7,5.73,4.52,7.78,1.2,6.56,0.3215,3.5,0
V01692,cargo,5,13.66,5.26,7.97,7.37,4.48,7.03,0.7696,4.56,1
V01693,tanker,9,7.86,1.51,59.25,7.71,15.3,11.33,0.1441,0.5,0
V01694,tanker,11,13.5,12.7,13.75,8.8,7.51,13.13,0.3562,3.93,0
V01695,cargo,12,14.24,3.19,5.59,7.29,13.63,10.35,0.8141,0.86,0
V01696,cargo,9,20.7,6.76,3.53,4.15,2.23,7.5,0.3464,6.81,0
V01697,cargo,9,13.9,0.1,11.42,7.94,10.26,6.86,0.3432,3.35,0
V01698,container,2,9.74,6.88,4.89,11.27,7.82,5.47,0.4693,5.87,0
V01699,container,12,11.57,9.38,14.37,11.13,10.51,8.7,0.9032,5.19,0
V01700,container,3,12.8,0.06,9.57,7.94,11.09,8.71,0.2622,16.0,0
V01701,cargo,4,14.34,6.9,5.18,8.52,23.74,11.52,0.5796,1.2,0
V01702,tanker,9,13.34,2.24,18.36,8.23,2.3,4.32,0.5335,0.66,0
V01703,container,2,10.57,10.19,9.41,9.53,2.52,7.31,0.4383,0.33,0
V01704,cargo,1,8.06,0.07,2.02,9.5,15.6,8.05,0.4703,1.38,0
V01705,container,8,8.69,4.9,21.07,7.98,3.59,6.25,0.5105,1.93,0
V01706,cargo,3,18.78,4.6,12.31,7.7,10.96,8.15,0.8879,1.37,0
V01707,cargo,7,11.53,4.88,5.07,6.88,12.08,12.34,0.5412,4.39,0
V01708,cargo,11,12.48,9.76,2.65,10.35,3.07,2.16,0.8501,1.36,0
V01709,tanker,7,12.28,1.94,4.21,7.49,13.19,8.16,0.229,1.05,0
V01710,cargo,6,13.87,1.2,7.12,9.24,6.43,4.51,0.6967,4.14,0
V01711,cargo,9,7.34,3.68,3.18,9.48,4.91,9.59,0.574,7.78,0
V01712,container,10,12.19,0.35,5.74,4.69,9.62,9.27,0.6592,0.36,0
V01713,container,10,11.37,5.18,3.43,8.1,7.47,6.08,0.5693,1.33,1
V01714,container,2,3.19,0.39,20.6,9.48,10.0,6.07,0.3402,0.57,0
V01715,passenger,5,8.67,0.44,28.1,8.42,11.59,11.42,0.5897,1.08,0
V01716,container,4,13.83,2.51,8.47,9.73,3.06,6.96,0.6148,2.48,0
V01717,cargo,3,12.27,5.52,4.56,6.35,11.12,4.76,0.2391,2.06,0
V01718,tanker,5,9.45,7.8,19.89,10.02,7.24,11.7,0.4044,1.01,0
V01719,cargo,7,13.46,7.03,2.54,9.39,10.44,13.24,0.1963,2.2,0
V01720,tanker,10,15.88,7.81,17.84,5.42,17.48,8.83,0.2808,3.04,0
V01721,tanker,2,15.97,0.0,27.5,8.04,13.91,15.0,0.7877,2.02,0
V01722,tanker,9,6.03,0.27,20.21,8.13,20.48,9.12,0.9804,1.52,0
V01723,cargo,12,14.43,0.35,10.97,10.3,6.64,10.98,0.6959,3.44,0
V01724,tanker,4,13.91,1.4,4.96,5.67,14.58,6.36,0.1366,0.46,0
V01725,cargo,8,13.69,0.31,4.75,2.6,2.97,9.07,0.3753,0.43,0
V01726,passenger,8,13.76,0.22,16.69,5.36,3.03,9.95,0.3994,6.71,0
V01727,container,12,11.53,9.52,11.8,10.51,8.68,15.0,0.858,7.85,0
V01728,container,2,17.91,7.83,14.77,6.9,6.39,13.47,0.3276,10.16,1
V01729,container,2,7.95,6.52,124.65,6.4,15.44,5.04,0.3584,0.37,1
V01730,cargo,11,16.25,2.17,19.19,6.98,1.89,5.63,0.6057,1.21,0
V01731,container,11,11.37,4.76,4.95,5.88,2.68,10.65,0.5731,2.97,0
V01732,cargo,5,11.79,1.14,4.51,6.68,16.79,11.43,0.0329,4.84,0
V01733,cargo,12,10.37,4.66,2.79,4.77,6.46,10.97,0.6904,0.68,0
V01734,cargo,5,12.19,10.08,3.13,9.46,1.84,8.33,0.6113,1.41,0
V01735,tanker,4,10.9,4.78,14.29,9.53,3.31,6.27,0.1768,2.49,0
V01736,cargo,4,13.43,14.38,5.57,5.3,8.74,4.16,0.6618,1.74,0
V01737,cargo,1,19.92,8.18,11.67,10.87,14.42,12.48,0.6895,0.41,0
V01738,passenger,11,13.74,1.79,1.86,7.56,7.68,8.05,0.7309,0.35,0
V01739,tanker,4,13.39,0.09,4.68,10.91,1.32,1.81,0.4058,2.16,0
V01740,cargo,11,10.89,11.03,4.63,10.46,15.34,15.0,0.1803,6.23,0
V01741,tanker,2,7.55,9.99,28.6,7.88,3.07,6.65,0.2782,4.48,0
V01742,container,1,8.57,8.4,9.41,10.39,11.62,10.93,0.2943,0.3,0
V01743,cargo,2,11.76,0.02,22.58,5.18,10.83,5.46,0.1922,3.98,0
V01744,cargo,6,12.19,1.76,9.17,8.71,4.12,9.96,0.6148,2.15,1
V01745,container,3,12.43,6.64,22.35,9.29,14.35,10.03,0.7435,1.5,0
V01746,cargo,8,12.85,1.11,13.18,10.3,8.63,7.75,0.3889,5.54,0
V01747,tanker,2,14.62,4.69,3.58,7.15,4.84,7.18,0.2491,18.75,0
V01748,tanker,12,13.81,0.33,12.63,8.4,10.68,4.82,0.8304,1.68,0
